板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
主板,002986,宇新股份,2020-06-02,"380,121,392","301,837,442",C 制造业
主板,002987,京北方,2020-05-07,"1,040,457,086","1,013,488,946",I 信息技术
主板,002988,豪美新材,2020-05-18,"249,804,786","249,804,786",C 制造业
主板,002989,中天精装,2020-06-10,"201,617,542","197,835,292",E 建筑业
主板,002990,盛视科技,2020-05-25,"261,852,138","138,018,563",I 信息技术
主板,002991,甘源食品,2020-07-31,"93,215,831","49,933,706",C 制造业
主板,002992,宝明科技,2020-08-03,"180,868,635","158,236,407",C 制造业
主板,002993,奥海科技,2020-08-17,"276,040,000","238,443,933",C 制造业
主板,002995,天地在线,2020-08-05,"177,454,480","121,693,645",L 商务服务
主板,002996,顺博合金,2020-08-28,"669,436,836","458,377,491",C 制造业
主板,002997,瑞鹄模具,2020-09-03,"209,321,325","209,318,550",C 制造业
主板,002998,优彩资源,2020-09-25,"354,820,462","270,496,934",C 制造业
主板,002999,天禾股份,2020-09-03,"347,592,000","344,711,157",F 批发零售
主板,003000,劲仔食品,2020-09-14,"450,894,159","308,060,295",C 制造业
主板,003001,中岩大地,2020-10-13,"174,550,394","114,351,002",E 建筑业
主板,003002,壶化股份,2020-09-22,"200,000,000","182,955,875",C 制造业
主板,003003,天元股份,2020-09-21,"176,720,000","118,041,388",C 制造业
主板,003004,声迅股份,2020-11-26,"81,863,844","68,742,819",I 信息技术
主板,003005,竞业达,2020-09-22,"231,388,691","134,194,675",I 信息技术
主板,003006,百亚股份,2020-09-21,"429,647,790","428,572,965",C 制造业
主板,003007,直真科技,2020-09-23,"119,574,442","72,587,657",I 信息技术
主板,003008,开普检测,2020-09-23,"104,000,000","80,217,811",M 科研服务
主板,003009,中天火箭,2020-09-25,"164,717,418","164,687,303",C 制造业
主板,003010,若羽臣,2020-09-25,"311,059,476","226,142,181",I 信息技术
主板,003011,海象新材,2020-09-30,"102,676,000","78,088,556",C 制造业
主板,003012,东鹏控股,2020-10-19,"1,156,981,158","1,134,585,653",C 制造业
主板,003013,地铁设计,2020-10-22,"461,507,398","403,225,993",M 科研服务
主板,003015,日久光电,2020-10-21,"281,066,667","247,042,817",C 制造业
主板,003016,欣贺股份,2020-10-26,"420,521,612","410,882,842",C 制造业
主板,003017,大洋生物,2020-10-26,"100,800,000","83,568,067",C 制造业
主板,003018,金富科技,2020-11-06,"313,949,982","284,511,553",C 制造业
主板,003019,宸展光电,2020-11-17,"176,952,359","172,807,652",C 制造业
主板,003020,立方制药,2020-12-15,"228,218,618","168,548,255",C 制造业
主板,003021,兆威机电,2020-12-04,"240,824,350","207,332,513",C 制造业
主板,003022,联泓新科,2020-12-08,"1,335,568,000","1,334,431,825",C 制造业
主板,003023,彩虹集团,2020-12-11,"105,341,600","105,120,314",C 制造业
主板,003025,思进智能,2020-12-11,"283,953,558","226,415,929",C 制造业
主板,003026,中晶科技,2020-12-18,"187,767,550","144,560,880",C 制造业
主板,003027,同兴科技,2020-12-18,"130,723,200","102,811,782",N 公共环保
主板,003028,振邦智能,2020-12-28,"144,120,150","70,693,645",C 制造业
主板,003029,吉大正元,2020-12-24,"193,620,227","175,582,663",I 信息技术
主板,003030,祖名股份,2021-01-06,"124,780,000","81,578,391",C 制造业
主板,003031,中瓷电子,2021-01-04,"451,052,859","340,156,696",C 制造业
主板,003032,传智教育,2021-01-12,"402,447,500","284,481,608",P 教育
主板,003033,征和工业,2021-01-11,"81,750,000","80,970,938",C 制造业
主板,003035,南网能源,2021-01-19,"3,787,878,787","3,787,878,787",M 科研服务
主板,003036,泰坦股份,2021-01-28,"216,607,653","216,602,103",C 制造业
主板,003037,三和管桩,2021-02-04,"599,074,678","599,074,678",C 制造业
主板,003038,鑫铂股份,2021-02-10,"243,305,377","164,302,675",C 制造业
主板,003039,顺控发展,2021-03-08,"617,518,730","617,518,730",D 水电煤气
主板,003040,楚天龙,2021-03-22,"461,135,972","456,850,258",C 制造业
主板,003041,真爱美家,2021-04-06,"144,000,000","134,424,488",C 制造业
主板,003042,中农联合,2021-04-06,"142,480,000","141,505,000",C 制造业
主板,003043,华亚智能,2021-04-06,"144,010,102","94,017,194",C 制造业
主板,003816,中国广核,2019-08-26,"39,335,196,157","39,335,196,157",D 水电煤气
创业板,300001,特锐德,2009-10-30,"1,055,327,713","1,031,173,748",C 制造业
创业板,300002,神州泰岳,2009-10-30,"1,967,173,866","1,851,049,053",I 信息技术
创业板,300003,乐普医疗,2009-10-30,"1,843,424,716","1,578,912,054",C 制造业
创业板,300004,南风股份,2009-10-30,"479,993,598","479,993,598",C 制造业
创业板,300005,探路者,2009-10-30,"883,702,186","876,549,336",C 制造业
创业板,300006,莱美药业,2009-10-30,"1,055,911,205","1,055,820,898",C 制造业
创业板,300007,汉威科技,2009-10-30,"327,445,619","286,312,803",I 信息技术
创业板,300008,天海防务,2009-10-30,"1,728,029,133","1,647,290,071",C 制造业
创业板,300009,安科生物,2009-10-30,"1,670,700,708","1,230,879,578",C 制造业
创业板,300010,ST豆神,2009-10-30,"2,066,612,659","1,636,335,918",I 信息技术
创业板,300011,鼎汉技术,2009-10-30,"605,555,387","510,008,429",C 制造业
创业板,300012,华测检测,2009-10-30,"1,682,828,214","1,431,945,938",M 科研服务
创业板,300013,新宁物流,2009-10-30,"558,358,894","557,688,632",G 运输仓储
创业板,300014,亿纬锂能,2009-10-30,"2,173,296,935","2,112,907,103",C 制造业
创业板,300015,爱尔眼科,2009-10-30,"9,299,564,734","7,957,892,308",Q 卫生
创业板,300016,北陆药业,2009-10-30,"581,689,731","562,194,413",C 制造业
创业板,300017,网宿科技,2009-10-30,"2,495,684,777","2,366,469,453",I 信息技术
创业板,300018,中元股份,2009-10-30,"488,710,536","452,073,001",C 制造业
创业板,300019,硅宝科技,2009-10-30,"393,116,700","368,667,975",C 制造业
创业板,300020,ST银江,2009-10-30,"794,677,974","766,864,134",I 信息技术
创业板,300021,大禹节水,2009-10-30,"1,022,367,469","873,233,219",N 公共环保
创业板,300022,吉峰科技,2009-10-30,"494,240,380","494,225,980",F 批发零售
创业板,300024,机器人,2009-10-30,"1,565,619,950","1,565,174,707",C 制造业
创业板,300025,华星创业,2009-10-30,"508,792,922","506,881,744",I 信息技术
创业板,300026,红日药业,2009-10-30,"3,004,154,837","3,001,325,425",C 制造业
创业板,300027,ST华谊,2009-10-30,"2,774,505,919","2,629,431,029",R 文化传播
创业板,300030,阳普医疗,2009-12-25,"309,187,315","272,220,274",C 制造业
创业板,300031,宝通科技,2009-12-25,"418,746,695","358,557,982",I 信息技术
创业板,300032,金龙机电,2009-12-25,"803,169,608","803,169,608",C 制造业
创业板,300033,同花顺,2009-12-25,"752,640,000","438,409,939",J 金融业
创业板,300034,钢研高纳,2009-12-25,"796,961,563","767,055,977",C 制造业
创业板,300035,中科电气,2009-12-25,"685,426,671","584,023,632",C 制造业
创业板,300036,超图软件,2009-12-25,"492,766,617","445,052,653",I 信息技术
创业板,300037,新宙邦,2010-01-08,"753,886,598","546,779,596",C 制造业
创业板,300039,上海凯宝,2010-01-08,"1,046,000,000","916,642,576",C 制造业
创业板,300040,九洲集团,2010-01-08,"643,410,436","520,358,542",D 水电煤气
创业板,300041,回天新材,2010-01-08,"559,443,297","544,431,798",C 制造业
创业板,300042,朗科科技,2010-01-08,"200,400,000","200,381,550",C 制造业
创业板,300043,星辉娱乐,2010-01-20,"1,244,198,401","1,243,539,501",I 信息技术
创业板,300044,*ST赛为,2010-01-20,"763,869,228","715,416,346",I 信息技术
创业板,300045,华力创通,2010-01-20,"662,675,236","523,537,926",C 制造业
创业板,300046,台基股份,2010-01-20,"236,531,371","236,531,371",C 制造业
创业板,300047,天源迪科,2010-01-20,"637,744,672","580,575,819",I 信息技术
创业板,300048,合康新能,2010-01-20,"1,132,347,357","1,129,301,795",C 制造业
创业板,300049,福瑞医科,2010-01-20,"263,991,100","233,590,217",C 制造业
创业板,300050,世纪鼎利,2010-01-20,"544,846,718","544,514,549",I 信息技术
创业板,300051,琏升科技,2010-02-11,"372,017,690","367,846,790",I 信息技术
创业板,300052,中青宝,2010-02-11,"261,858,710","261,848,360",I 信息技术
创业板,300053,航宇微,2010-02-11,"696,874,323","662,216,303",C 制造业
创业板,300054,鼎龙股份,2010-02-11,"954,625,953","744,427,001",C 制造业
创业板,300055,万邦达,2010-02-26,"836,749,606","632,849,344",C 制造业
创业板,300056,中创环保,2010-02-26,"385,490,443","385,154,693",C 制造业
创业板,300057,万顺新材,2010-02-26,"1,003,571,463","830,975,988",C 制造业
创业板,300058,蓝色光标,2010-02-26,"3,590,221,227","3,477,930,282",L 商务服务
创业板,300059,东方财富,2010-03-19,"15,822,199,875","13,509,575,503",J 金融业
创业板,300061,旗天科技,2010-03-19,"658,993,677","609,895,047",L 商务服务
创业板,300062,中能电气,2010-03-19,"629,937,370","458,718,250",C 制造业
创业板,300063,天龙集团,2010-03-26,"758,527,150","626,666,943",L 商务服务
创业板,300065,海兰信,2010-03-26,"721,539,160","656,664,688",C 制造业
创业板,300066,三川智慧,2010-03-26,"1,040,033,262","1,005,910,349",C 制造业
创业板,300067,安诺其,2010-04-21,"1,154,374,574","937,483,681",C 制造业
创业板,300068,ST南都,2010-04-21,"898,367,299","853,000,416",C 制造业
创业板,300069,金利华电,2010-04-21,"117,000,000","117,000,000",C 制造业
创业板,300070,碧水源,2010-04-21,"3,624,209,363","3,477,630,297",N 公共环保
创业板,300071,福石控股,2010-04-21,"963,884,336","945,410,791",L 商务服务
创业板,300072,海新能科,2010-04-27,"2,349,720,302","2,331,363,778",C 制造业
创业板,300073,当升科技,2010-04-27,"544,293,668","505,969,362",C 制造业
创业板,300074,华平股份,2010-04-27,"550,390,600","550,030,000",I 信息技术
创业板,300075,数字政通,2010-04-27,"621,130,158","524,678,331",I 信息技术
创业板,300076,*ST宁视,2010-04-30,"424,000,000","424,000,000",C 制造业
创业板,300077,国民技术,2010-04-30,"583,126,700","570,470,475",C 制造业
创业板,300078,思创智联,2010-04-30,"1,117,872,230","1,113,367,148",C 制造业
创业板,300079,数码视讯,2010-04-30,"1,426,028,062","1,292,182,156",C 制造业
创业板,300080,易成新能,2010-06-25,"1,873,380,436","1,873,127,461",C 制造业
创业板,300081,ST恒信,2010-05-20,"604,795,417","604,650,817",I 信息技术
创业板,300082,奥克股份,2010-05-20,"680,098,200","678,293,088",C 制造业
创业板,300083,创世纪,2010-05-20,"1,664,862,589","1,492,642,514",C 制造业
创业板,300084,海默科技,2010-05-20,"548,759,899","502,217,849",B 采矿业
创业板,300085,银之杰,2010-05-26,"706,640,535","596,707,135",I 信息技术
创业板,300086,康芝药业,2010-05-26,"455,124,411","440,682,522",C 制造业
创业板,300087,ST荃银,2010-05-26,"947,331,751","936,209,875",A 农林牧渔
创业板,300088,长信科技,2010-05-26,"2,497,733,579","2,485,503,647",C 制造业
创业板,300091,*ST金灵,2010-06-25,"2,842,045,067","1,622,120,493",C 制造业
创业板,300092,科新机电,2010-07-08,"273,923,271","209,858,756",C 制造业
创业板,300093,金刚光伏,2010-07-08,"540,000,000","279,000,000",C 制造业
创业板,300094,国联水产,2010-07-08,"1,128,167,253","1,105,513,399",C 制造业
创业板,300095,华伍股份,2010-07-28,"394,425,163","317,670,228",C 制造业
创业板,300096,ST易联众,2010-07-28,"430,000,000","430,000,000",I 信息技术
创业板,300097,智云股份,2010-07-28,"296,186,669","263,830,416",C 制造业
创业板,300098,高新兴,2010-07-28,"1,737,782,275","1,541,743,627",I 信息技术
创业板,300099,尤洛卡,2010-08-06,"737,265,255","537,831,403",C 制造业
创业板,300100,双林股份,2010-08-06,"578,996,940","557,592,533",C 制造业
创业板,300101,振芯科技,2010-08-06,"567,905,700","565,588,265",I 信息技术
创业板,300102,乾照光电,2010-08-12,"920,333,863","915,677,732",C 制造业
创业板,300103,达刚控股,2010-08-12,"317,601,000","317,250,150",C 制造业
创业板,300105,龙源技术,2010-08-20,"515,814,420","515,491,620",C 制造业
创业板,300106,西部牧业,2010-08-20,"211,332,310","211,332,310",C 制造业
创业板,300107,建新股份,2010-08-20,"562,782,268","347,747,069",C 制造业
创业板,300109,新开源,2010-08-25,"576,856,526","520,993,621",C 制造业
创业板,300110,华仁药业,2010-08-25,"1,182,212,982","1,181,425,107",C 制造业
创业板,300111,向日葵,2010-08-27,"1,287,210,714","1,287,210,714",C 制造业
创业板,300112,万讯自控,2010-08-27,"290,745,331","240,384,672",C 制造业
创业板,300113,顺网科技,2010-08-27,"674,163,882","509,020,301",I 信息技术
创业板,300115,长盈精密,2010-09-02,"1,361,350,101","1,357,397,229",C 制造业
创业板,300118,东方日升,2010-09-02,"1,140,013,863","926,519,580",C 制造业
创业板,300119,瑞普生物,2010-09-17,"464,754,706","338,529,850",C 制造业
创业板,300120,经纬辉开,2010-09-17,"574,393,929","527,447,002",C 制造业
创业板,300121,阳谷华泰,2010-09-17,"445,239,323","429,407,974",C 制造业
创业板,300122,智飞生物,2010-09-28,"2,393,789,747","1,414,306,248",C 制造业
创业板,300123,ST亚光,2010-09-28,"1,021,834,123","994,028,683",C 制造业
创业板,300124,汇川技术,2010-09-28,"2,707,842,035","2,410,552,811",C 制造业
创业板,300125,聆达股份,2010-10-13,"665,849,987","360,773,401",C 制造业
创业板,300126,锐奇股份,2010-10-13,"303,957,600","210,650,829",C 制造业
创业板,300127,银河磁体,2010-10-13,"323,146,360","232,625,125",C 制造业
创业板,300128,锦富技术,2010-10-13,"1,299,115,412","1,297,242,687",C 制造业
创业板,300129,泰胜风能,2010-10-19,"1,108,853,245","718,710,186",C 制造业
创业板,300130,新国都,2010-10-19,"567,305,434","434,544,169",C 制造业
创业板,300131,英唐智控,2010-10-19,"1,135,019,485","1,062,883,836",F 批发零售
创业板,300132,诺斯贝尔,2010-10-26,"516,580,886","508,081,284",C 制造业
创业板,300133,华策影视,2010-10-26,"1,874,771,665","1,664,000,366",R 文化传播
创业板,300134,大富科技,2010-10-26,"767,498,006","767,498,006",C 制造业
创业板,300135,宝利国际,2010-10-26,"921,600,000","921,600,000",C 制造业
创业板,300136,信维通信,2010-11-05,"967,568,638","825,012,463",C 制造业
创业板,300137,先河环保,2010-11-05,"536,582,210","527,851,404",C 制造业
创业板,300138,晨光生物,2010-11-05,"483,100,093","398,300,692",C 制造业
创业板,300139,晓程科技,2010-11-12,"274,000,000","233,659,225",B 采矿业
创业板,300140,节能环境,2010-11-12,"3,099,067,016","3,095,265,928",N 公共环保
创业板,300141,和顺电气,2010-11-12,"257,844,600","254,665,755",C 制造业
创业板,300142,沃森生物,2010-11-12,"1,599,348,541","1,577,850,555",C 制造业
创业板,300143,盈康生命,2010-12-09,"972,931,746","832,252,459",Q 卫生
创业板,300144,宋城演艺,2010-12-09,"2,608,874,798","2,602,531,062",R 文化传播
创业板,300145,南方泵业,2010-12-09,"1,920,242,036","1,910,912,286",C 制造业
创业板,300146,汤臣倍健,2010-12-15,"1,691,677,031","1,120,818,659",C 制造业
创业板,300147,*ST香雪,2010-12-15,"661,279,045","657,624,182",C 制造业
创业板,300148,天舟文化,2010-12-15,"843,159,343","814,062,502",R 文化传播
创业板,300149,睿智医药,2010-12-22,"504,985,807","481,043,412",M 科研服务
创业板,300150,世纪瑞尔,2010-12-22,"585,106,053","463,663,232",I 信息技术
创业板,300151,昌红科技,2010-12-22,"532,509,499","368,607,787",C 制造业
创业板,300152,*ST动力,2010-12-29,"712,800,000","712,790,925",C 制造业
创业板,300153,科泰电源,2010-12-29,"320,000,000","318,330,118",C 制造业
创业板,300154,瑞凌股份,2010-12-29,"449,555,201","315,372,926",C 制造业
创业板,300155,安居宝,2011-01-07,"561,227,744","330,739,840",C 制造业
创业板,300157,新锦动力,2011-01-07,"765,345,207","731,847,132",C 制造业
创业板,300158,振东制药,2011-01-07,"992,303,056","991,685,242",C 制造业
创业板,300159,新研股份,2011-01-07,"3,290,421,031","1,842,095,203",C 制造业
创业板,300160,秀强股份,2011-01-13,"772,946,292","762,964,451",C 制造业
创业板,300161,华中数控,2011-01-13,"198,696,906","195,467,185",C 制造业
创业板,300162,雷曼光电,2011-01-13,"419,510,030","342,135,530",C 制造业
创业板,300163,先锋新材,2011-01-13,"474,000,000","457,931,706",C 制造业
创业板,300164,通源石油,2011-01-13,"588,458,629","583,210,593",B 采矿业
创业板,300165,天瑞仪器,2011-01-25,"495,511,725","420,508,804",C 制造业
创业板,300166,东方国信,2011-01-25,"1,138,745,748","931,399,197",I 信息技术
创业板,300167,ST迪威迅,2011-01-25,"416,328,900","358,608,750",I 信息技术
创业板,300168,万达信息,2011-01-25,"1,440,628,576","1,439,369,008",I 信息技术
创业板,300169,天晟新材,2011-01-25,"339,494,340","301,735,782",C 制造业
创业板,300170,汉得信息,2011-02-01,"1,040,419,711","994,274,410",I 信息技术
创业板,300171,东富龙,2011-02-01,"765,828,040","568,537,752",C 制造业
创业板,300172,中电环保,2011-02-01,"676,710,000","523,512,387",D 水电煤气
创业板,300173,ST福能,2011-02-01,"734,725,698","734,716,323",C 制造业
创业板,300174,元力股份,2011-02-01,"364,210,360","362,877,913",C 制造业
创业板,300175,朗源股份,2011-02-15,"470,800,000","470,800,000",C 制造业
创业板,300176,鸿特科技,2011-02-15,"387,280,800","386,316,225",C 制造业
创业板,300177,中海达,2011-02-15,"744,169,066","606,303,251",C 制造业
创业板,300179,四方达,2011-02-15,"485,723,930","375,646,635",C 制造业
创业板,300180,华峰超纤,2011-02-22,"1,761,060,155","1,718,087,334",C 制造业
创业板,300181,佐力药业,2011-02-22,"701,387,335","602,498,419",C 制造业
创业板,300182,捷成股份,2011-02-22,"2,663,825,632","2,414,604,193",R 文化传播
创业板,300183,东软载波,2011-02-22,"462,609,137","371,087,762",C 制造业
创业板,300184,力源信息,2011-02-22,"1,149,059,029","1,052,030,756",F 批发零售
创业板,300185,通裕重工,2011-03-08,"4,036,201,643","3,846,458,721",C 制造业
创业板,300187,永清环保,2011-03-08,"645,622,165","642,753,473",N 公共环保
创业板,300188,国投智能,2011-03-16,"859,477,310","855,508,590",I 信息技术
创业板,300189,神农种业,2011-03-16,"1,024,000,000","886,250,424",A 农林牧渔
创业板,300190,维尔利,2011-03-16,"948,089,050","944,241,642",N 公共环保
创业板,300191,潜能恒信,2011-03-16,"320,000,000","221,195,000",B 采矿业
创业板,300192,科德教育,2011-03-22,"460,800,660","455,383,180",P 教育
创业板,300193,佳士科技,2011-03-22,"476,249,805","418,156,172",C 制造业
创业板,300194,福安药业,2011-03-22,"1,189,712,382","968,310,202",C 制造业
创业板,300195,长荣股份,2011-03-29,"423,707,756","313,907,981",C 制造业
创业板,300196,长海股份,2011-03-29,"408,957,408","247,165,112",C 制造业
创业板,300197,节能铁汉,2011-03-29,"2,965,298,080","2,965,223,080",N 公共环保
创业板,300198,*ST纳川,2011-04-07,"1,031,548,540","1,031,487,242",C 制造业
创业板,300199,翰宇药业,2011-04-07,"883,241,336","744,718,959",C 制造业
创业板,300200,高盟新材,2011-04-07,"430,973,206","425,379,295",C 制造业
创业板,300201,海伦哲,2011-04-07,"1,009,043,607","1,003,698,615",C 制造业
创业板,300203,聚光科技,2011-04-15,"448,737,600","448,368,525",C 制造业
创业板,300204,舒泰神,2011-04-15,"541,344,345","453,664,501",C 制造业
创业板,300205,*ST天喻,2011-04-21,"430,056,000","430,056,000",C 制造业
创业板,300206,理邦仪器,2011-04-21,"579,663,346","338,379,565",C 制造业
创业板,300207,欣旺达,2011-04-21,"1,847,462,446","1,713,779,481",C 制造业
创业板,300209,行云科技,2011-04-26,"928,636,126","742,908,901",F 批发零售
创业板,300210,森远股份,2011-04-26,"484,219,953","484,219,953",C 制造业
创业板,300211,*ST亿通,2011-05-05,"303,929,723","298,481,824",C 制造业
创业板,300212,*ST易录,2011-05-05,"719,892,422","703,848,029",I 信息技术
创业板,300213,佳讯飞鸿,2011-05-05,"594,364,660","552,590,868",C 制造业
创业板,300214,日科化学,2011-05-11,"464,902,614","464,902,614",C 制造业
创业板,300215,电科院,2011-05-11,"749,094,187","749,094,187",M 科研服务
创业板,300217,东方电热,2011-05-18,"1,477,976,940","1,241,414,188",C 制造业
创业板,300218,安利股份,2011-05-18,"216,987,000","216,276,394",C 制造业
创业板,300219,鸿利智汇,2011-05-18,"707,943,506","706,648,891",C 制造业
创业板,300220,金运激光,2011-05-25,"151,200,000","151,019,348",C 制造业
创业板,300221,银禧科技,2011-05-25,"473,754,685","459,355,264",C 制造业
创业板,300222,科大智能,2011-05-25,"782,221,234","652,113,509",C 制造业
创业板,300223,君正股份,2011-05-31,"483,664,367","422,933,468",C 制造业
创业板,300224,正海磁材,2011-05-31,"930,700,417","926,975,673",C 制造业
创业板,300225,金力泰,2011-05-31,"475,429,590","472,135,890",C 制造业
创业板,300226,上海钢联,2011-06-08,"382,465,706","367,696,869",L 商务服务
创业板,300227,光韵达,2011-06-08,"595,761,391","456,284,479",C 制造业
创业板,300228,富瑞特装,2011-06-08,"597,425,549","560,382,333",C 制造业
创业板,300229,拓尔思,2011-06-15,"873,620,932","873,030,233",I 信息技术
创业板,300230,永利股份,2011-06-15,"813,213,441","629,822,499",C 制造业
创业板,300231,银信科技,2011-06-15,"444,746,551","444,723,736",I 信息技术
创业板,300232,洲明科技,2011-06-22,"1,090,304,971","888,454,758",C 制造业
创业板,300233,金城医药,2011-06-22,"383,874,587","372,241,463",C 制造业
创业板,300234,开尔新材,2011-06-22,"503,171,090","343,987,044",C 制造业
创业板,300235,方直科技,2011-06-29,"251,746,635","204,799,104",I 信息技术
创业板,300236,上海新阳,2011-06-29,"313,382,153","278,699,106",C 制造业
创业板,300237,ST美晨,2011-06-29,"1,441,914,930","1,441,901,055",C 制造业
创业板,300238,冠昊生物,2011-07-06,"265,155,701","265,134,082",C 制造业
创业板,300239,东宝生物,2011-07-06,"593,623,165","589,777,015",C 制造业
创业板,300240,飞力达,2011-07-06,"371,562,950","363,338,504",G 运输仓储
创业板,300241,瑞丰光电,2011-07-12,"717,429,189","601,038,959",C 制造业
创业板,300242,佳云科技,2011-07-12,"634,555,224","634,547,378",L 商务服务
创业板,300243,瑞丰高材,2011-07-12,"279,562,074","223,690,032",C 制造业
创业板,300244,迪安诊断,2011-07-19,"624,979,436","501,417,961",Q 卫生
创业板,300245,ST天玑,2011-07-19,"305,049,969","293,653,553",I 信息技术
创业板,300246,宝莱特,2011-07-19,"264,616,357","211,499,816",C 制造业
创业板,300247,融捷健康,2011-07-29,"804,040,313","804,040,313",C 制造业
创业板,300248,新开普,2011-07-29,"476,348,393","407,339,817",I 信息技术
创业板,300249,依米康,2011-08-03,"458,425,700","374,109,619",I 信息技术
创业板,300250,初灵信息,2011-08-03,"213,749,479","157,591,782",I 信息技术
创业板,300251,光线传媒,2011-08-03,"2,933,588,432","2,753,141,384",R 文化传播
创业板,300252,金信诺,2011-08-18,"684,213,953","558,749,359",C 制造业
创业板,300253,卫宁健康,2011-08-18,"2,201,275,306","1,854,621,795",I 信息技术
创业板,300254,仟源医药,2011-08-19,"257,208,563","227,428,050",C 制造业
创业板,300255,常山药业,2011-08-19,"919,060,878","917,695,878",C 制造业
创业板,300256,星星科技,2011-08-19,"2,268,393,386","2,243,393,386",C 制造业
创业板,300257,开山股份,2011-08-19,"993,635,018","954,790,313",C 制造业
创业板,300258,精锻科技,2011-08-26,"585,047,243","569,892,238",C 制造业
创业板,300259,新天科技,2011-08-31,"1,155,105,035","1,154,836,750",C 制造业
创业板,300260,新莱应材,2011-09-06,"407,806,752","287,633,795",C 制造业
创业板,300261,雅本化学,2011-09-06,"963,309,471","942,830,489",C 制造业
创业板,300263,隆华科技,2011-09-16,"1,035,006,302","975,529,146",C 制造业
创业板,300264,佳创视讯,2011-09-16,"430,857,518","370,441,314",I 信息技术
创业板,300265,通光线缆,2011-09-16,"467,601,335","467,301,710",C 制造业
创业板,300266,兴源环境,2011-09-27,"1,553,807,314","1,553,051,914",N 公共环保
创业板,300267,尔康制药,2011-09-27,"2,062,604,870","1,422,378,091",C 制造业
创业板,300268,佳沃食品,2011-09-27,"174,200,000","133,707,500",C 制造业
创业板,300269,联建光电,2011-10-12,"546,975,829","525,640,678",C 制造业
创业板,300270,中威电子,2011-10-12,"302,806,028","256,811,704",C 制造业
创业板,300271,华宇软件,2011-10-26,"811,860,673","804,241,454",I 信息技术
创业板,300272,开能健康,2011-11-02,"611,469,472","464,472,015",C 制造业
创业板,300274,阳光电源,2011-11-02,"2,073,211,424","1,587,526,674",C 制造业
创业板,300275,梅安森,2011-11-02,"308,005,068","271,461,453",I 信息技术
创业板,300276,三丰智能,2011-11-15,"1,401,042,990","1,080,064,311",C 制造业
创业板,300277,汽轮科技,2011-11-23,"1,516,594,157","765,448,286",I 信息技术
创业板,300278,华昌达,2011-12-16,"1,413,886,508","1,409,445,180",C 制造业
创业板,300279,和晶科技,2011-12-29,"489,099,490","487,337,952",C 制造业
创业板,300281,金明精机,2011-12-29,"418,923,580","397,325,912",C 制造业
创业板,300283,温州宏丰,2012-01-10,"496,978,222","379,868,489",C 制造业
创业板,300284,苏交科,2012-01-10,"1,262,827,774","1,198,281,717",M 科研服务
创业板,300285,国瓷材料,2012-01-13,"997,048,299","853,072,983",C 制造业
创业板,300286,安科瑞,2012-01-13,"250,784,655","207,388,579",C 制造业
创业板,300287,飞利信,2012-02-01,"1,435,273,808","1,322,872,156",I 信息技术
创业板,300288,朗玛信息,2012-02-16,"337,941,402","257,836,666",I 信息技术
创业板,300289,利德曼,2012-02-16,"544,011,487","543,156,487",C 制造业
创业板,300290,ST荣科,2012-02-16,"639,732,569","639,589,694",I 信息技术
创业板,300291,百纳千成,2012-02-09,"941,889,651","930,758,194",R 文化传播
创业板,300292,吴通控股,2012-02-29,"1,341,764,974","1,117,990,288",I 信息技术
创业板,300293,蓝英装备,2012-03-08,"338,438,106","338,437,881",C 制造业
创业板,300294,博雅生物,2012-03-08,"504,248,738","503,680,526",C 制造业
创业板,300295,*ST三六五,2012-03-15,"189,613,714","167,679,396",I 信息技术
创业板,300296,利亚德,2012-03-15,"2,711,977,222","2,320,996,623",C 制造业
创业板,300298,三诺生物,2012-03-19,"556,845,893","448,001,059",C 制造业
创业板,300299,富春股份,2012-03-19,"697,508,938","696,663,688",I 信息技术
创业板,300300,海峡创新,2012-03-19,"666,847,062","666,809,600",I 信息技术
创业板,300301,ST长方,2012-03-21,"829,868,769","789,876,719",C 制造业
创业板,300302,同有科技,2012-03-21,"479,263,798","371,585,931",I 信息技术
创业板,300303,聚飞光电,2012-03-19,"1,416,805,527","1,327,146,736",C 制造业
创业板,300304,云意电气,2012-03-21,"878,143,718","852,542,284",C 制造业
创业板,300305,裕兴股份,2012-03-29,"375,401,548","321,477,073",C 制造业
创业板,300306,远方信息,2012-03-29,"268,958,778","157,651,136",C 制造业
创业板,300307,慈星股份,2012-03-29,"800,553,776","787,653,734",C 制造业
创业板,300308,中际旭创,2012-04-10,"1,115,234,641","1,109,937,003",C 制造业
创业板,300310,宜通世纪,2012-04-25,"881,658,531","806,591,852",I 信息技术
创业板,300311,任子行,2012-04-25,"673,630,150","537,409,093",I 信息技术
创业板,300313,天山生物,2012-04-25,"239,778,994","197,352,789",A 农林牧渔
创业板,300314,戴维医疗,2012-05-08,"288,000,000","143,741,448",C 制造业
创业板,300315,掌趣科技,2012-05-11,"2,707,611,003","2,707,580,778",I 信息技术
创业板,300316,晶盛机电,2012-05-11,"1,309,533,797","1,231,555,433",C 制造业
创业板,300317,珈伟新能,2012-05-11,"830,188,405","830,038,405",C 制造业
创业板,300318,博晖创新,2012-05-23,"816,900,495","798,539,484",C 制造业
创业板,300319,麦捷科技,2012-05-23,"887,588,324","851,218,920",C 制造业
创业板,300320,海达股份,2012-06-01,"601,234,191","486,538,621",C 制造业
